"","checklist_id","global_unique_identifier","last_edited_date","taxonomic_order","category","common_name","scientific_name","observation_count","breeding_bird_atlas_code","breeding_bird_atlas_category","age_sex","country","country_code","state","state_code","county","county_code","iba_code","bcr_code","usfws_code","atlas_block","locality","locality_id","locality_type","latitude","longitude","observation_date","time_observations_started","observer_id","sampling_event_identifier","protocol_type","protocol_code","project_code","duration_minutes","effort_distance_km","effort_area_ha","number_observers","all_species_reported","group_identifier","has_media","approved","reviewed","reason","trip_comments","species_comments"
"281","S15531376","URN:CornellLabOfOrnithology:EBIRD:OBS215870195","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2013-10-30,"06:45:00","obsr229078","S15531376","Traveling","P22","EBIRD",120,2,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"282","S15434258","URN:CornellLabOfOrnithology:EBIRD:OBS214549190","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2013-10-18,"05:45:00","obsr229078","S15434258","Traveling","P22","EBIRD",300,2,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"283","S15383302","URN:CornellLabOfOrnithology:EBIRD:OBS213845432","2018-04-15 21:19:47",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 1","L2319134","H",-9.5987073,-55.9367341,2013-10-11,"05:10:00","obsr412230","S15383302","Stationary","P21","EBIRD_CAN",170,NA,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Dale Middleton.",NA
"284","S15459996","URN:CornellLabOfOrnithology:EBIRD:OBS214912861","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","9",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2013-10-21,"06:30:00","obsr229078","S15459996","Traveling","P22","EBIRD",360,8,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"285","S15386819","URN:CornellLabOfOrnithology:EBIRD:OBS213898588","2018-08-22 10:52:20",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2013-10-12,"06:00:00","obsr229078","S15386819","Traveling","P22","EBIRD",240,3,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"286","S15571637","URN:CornellLabOfOrnithology:EBIRD:OBS216414747","2018-08-22 10:52:22",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2013-11-05,"06:45:00","obsr229078","S15571637","Traveling","P22","EBIRD",180,3,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"287","S15658605","URN:CornellLabOfOrnithology:EBIRD:OBS217546670","2020-05-25 16:40:42",12309,"species","Kawall's Parrot","Amazona kawalli","6",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2013-11-12,"13:30:00","obsr229078","S15658605","Traveling","P22","EBIRD",270,1,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"288","S15658760","URN:CornellLabOfOrnithology:EBIRD:OBS217549509","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2013-11-13,"06:30:00","obsr229078","S15658760","Traveling","P22","EBIRD",240,5,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"289","S22844045","URN:CornellLabOfOrnithology:EBIRD:OBS309742982","2021-03-30 13:19:46.784876",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-05-11,"05:00:00","obsr276015","S22844045","Traveling","P22","EBIRD",480,8.047,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"290","S18271314","URN:CornellLabOfOrnithology:EBIRD:OBS251466336","2018-04-15 21:19:47",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 1","L2319134","H",-9.5987073,-55.9367341,2014-05-07,"05:20:00","obsr412230","S18271314","Stationary","P21","EBIRD_CAN",80,NA,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,"Birds recorded from Tower 1 at Cristalino Jungle Lodge while guiding 4 Belgian eco-tourists, we climbed the tower just at dawn, ostensibly to watch the sunrise. Weather: warm, overcast skies, a bit of mist over the forest.",NA
"291","S26360131","URN:CornellLabOfOrnithology:EBIRD:OBS359821918","2015-12-19 09:36:48",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-05-21,NA,"obsr671521","S26360131","Historical","P62","EBIRD",NA,NA,NA,NA,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"292","S18645418","URN:CornellLabOfOrnithology:EBIRD:OBS257679066","2018-08-22 10:52:26",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-06-01,"07:10:00","obsr134288","S18645418","Traveling","P22","EBIRD",148,3.219,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"293","S18942151","URN:CornellLabOfOrnithology:EBIRD:OBS261684230","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-06-29,"06:40:00","obsr134288","S18942151","Traveling","P22","EBIRD",221,6.437,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"294","S18860526","URN:CornellLabOfOrnithology:EBIRD:OBS260735715","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","6",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-06-22,"06:46:00","obsr134288","S18860526","Traveling","P22","EBIRD",207,4.828,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"295","S18842395","URN:CornellLabOfOrnithology:EBIRD:OBS260476799","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-06-20,"07:12:00","obsr134288","S18842395","Traveling","P22","EBIRD",208,3.219,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"296","S18994781","URN:CornellLabOfOrnithology:EBIRD:OBS262396022","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-07-05,"05:30:00","obsr134288","S18994781","Stationary","P21","EBIRD",131,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"297","S22403171","URN:CornellLabOfOrnithology:EBIRD:OBS303795187","2019-08-14 16:52:50",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge, Canopy Tower 2","L3495994","P",-9.60287,-55.92359,2014-07-10,"06:10:00","obsr31833","S22403171","Stationary","P21","EBIRD",106,NA,NA,9,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"298","S19010805","URN:CornellLabOfOrnithology:EBIRD:OBS262622996","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","3",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-07-06,"07:11:00","obsr142116","S19010805","Incidental","P20","EBIRD",NA,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,"<br />Submitted from BirdLog SA for iOS, version 1.7.4",NA
"299","S19233053","URN:CornellLabOfOrnithology:EBIRD:OBS265274434","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","3",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-07-27,"06:09:00","obsr134288","S19233053","Traveling","P22","EBIRD",211,4.828,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"300","S19842629","URN:CornellLabOfOrnithology:EBIRD:OBS271988797","2019-08-14 16:52:50",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Jungle Lodge and Reserve","L3083199","P",-9.6344135,-55.9279066,2014-07-10,NA,"obsr497778","S19842629","Historical","P62","EBIRD",NA,NA,NA,9,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"301","S18979162","URN:CornellLabOfOrnithology:EBIRD:OBS262182379","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","7",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-07-03,"06:30:00","obsr134288","S18979162","Traveling","P22","EBIRD",268,4.828,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"302","S81734532","URN:CornellLabOfOrnithology:EBIRD:OBS1076008990","2021-02-16 11:04:29.624948",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-07-10,NA,"obsr638894","S81734532","Historical","P62","EBIRD",NA,NA,NA,NA,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"303","S19233059","URN:CornellLabOfOrnithology:EBIRD:OBS265274515","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","3",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-07-27,"06:51:00","obsr134288","S19233059","Traveling","P22","EBIRD",141,0.805,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"304","S19928486","URN:CornellLabOfOrnithology:EBIRD:OBS273159100","2020-08-21 11:09:50",12309,"species","Kawall's Parrot","Amazona kawalli","3",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-08-28,"05:45:00","obsr142759","S19928486","Traveling","P22","EBIRD",810,5.633,NA,10,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"305","S19611959","URN:CornellLabOfOrnithology:EBIRD:OBS269601751","2019-09-28 17:23:28",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 2 and trail","L2326048","H",-9.6007896,-55.9228429,2014-08-30,"05:20:00","obsr412230","S19611959","Stationary","P21","EBIRD_CAN",115,NA,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,"with a non-birding group to watch the sunrise (completely hidden). No tapes, no imitations used, no pygmy-owl to call in passerines, etc. Weather surprisingly cool throughout, with a constant breeze from the east which eventually brought rain just after we descended the tower to return to the lodge.",NA
"306","S19531671","URN:CornellLabOfOrnithology:EBIRD:OBS268513459","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-08-17,"05:30:00","obsr56301","S19531671","Traveling","P22","EBIRD_QC",330,4,NA,6,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"307","S19625357","URN:CornellLabOfOrnithology:EBIRD:OBS269797661","2020-09-23 10:53:12",12309,"species","Kawall's Parrot","Amazona kawalli","3",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-08-31,"06:08:00","obsr142759","S19625357","Traveling","P22","EBIRD",313,5.633,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"308","S19614494","URN:CornellLabOfOrnithology:EBIRD:OBS269643595","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-08-30,"06:30:00","obsr56301","S19614494","Traveling","P22","EBIRD",310,12,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,"Kayak from Limao",NA
"309","S19526592","URN:CornellLabOfOrnithology:EBIRD:OBS269098616","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-08-19,"06:10:00","obsr56301","S19526592","Traveling","P22","EBIRD",270,4,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"310","S19612220","URN:CornellLabOfOrnithology:EBIRD:OBS269606569","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-08-29,"15:30:00","obsr229078","S19612220","Traveling","P22","EBIRD",180,12,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"311","S19928612","URN:CornellLabOfOrnithology:EBIRD:OBS273161180","2020-09-23 10:53:13",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-08-29,"05:40:00","obsr142759","S19928612","Traveling","P22","EBIRD",740,5.633,NA,14,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"312","S19605258","URN:CornellLabOfOrnithology:EBIRD:OBS269515704","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-08-28,"15:00:00","obsr229078","S19605258","Traveling","P22","EBIRD",180,10,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"313","S19625456","URN:CornellLabOfOrnithology:EBIRD:OBS269801553","2020-09-23 10:53:12",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-08-31,"06:15:00","obsr56301","S19625456","Traveling","P22","EBIRD_QC",300,3,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,"Serra Novo",NA
"314","S19315405","URN:CornellLabOfOrnithology:EBIRD:OBS266178284","2018-08-22 10:52:29",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-08-03,"06:05:00","obsr134288","S19315405","Traveling","P22","EBIRD",279,1.609,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"315","S19608040","URN:CornellLabOfOrnithology:EBIRD:OBS269546282","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-08-29,"06:30:00","obsr137739","S19608040","Incidental","P20","EBIRD",NA,NA,NA,4,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"316","S20015446","URN:CornellLabOfOrnithology:EBIRD:OBS274436808","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-09-29,"07:00:00","obsr229078","S20015446","Traveling","P22","EBIRD",600,6,NA,1,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"317","S19776721","URN:CornellLabOfOrnithology:EBIRD:OBS271064978","2018-09-01 20:42:21",12309,"species","Kawall's Parrot","Amazona kawalli","3",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-09-08,"05:30:00","obsr56301","S19776721","Traveling","P22","EBIRD_QC",480,5,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"Torre II y Taboca",NA
"318","S19920648","URN:CornellLabOfOrnithology:EBIRD:OBS273103331","2020-09-23 10:53:12",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-09-23,"06:00:00","obsr56301","S19920648","Traveling","P22","EBIRD_QC",540,20,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,"Limao, Ilha y focagem",NA
"319","S19791935","URN:CornellLabOfOrnithology:EBIRD:OBS271270575","2017-10-28 11:04:06",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-09-09,"06:00:00","obsr229078","S19791935","Traveling","P22","EBIRD",600,10,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"320","S20696223","URN:CornellLabOfOrnithology:EBIRD:OBS282837377","2018-01-25 06:21:48",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-09-09,"06:00:00","obsr394935","S20696223","Traveling","P22","EBIRD",720,11,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"Torre 2, Saliero 2 and Haffer.",NA
"321","S20809970","URN:CornellLabOfOrnithology:EBIRD:OBS284227855","2018-01-25 12:24:49",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-09-16,"05:30:00","obsr394935","S20809970","Traveling","P22","EBIRD",600,5,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,"Cajas trail, Rio + Ilha Ariosto.",NA
"322","S19648632","URN:CornellLabOfOrnithology:EBIRD:OBS270106412","2020-09-23 10:53:11",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-09-02,"05:30:00","obsr229078","S19648632","Traveling","P22","EBIRD",360,4,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"323","S19949676","URN:CornellLabOfOrnithology:EBIRD:OBS273469123","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-09-26,"06:00:00","obsr229078","S19949676","Traveling","P22","EBIRD",600,3,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"324","S20684582","URN:CornellLabOfOrnithology:EBIRD:OBS282693684","2018-01-23 12:08:14",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-09-02,"06:00:00","obsr394935","S20684582","Traveling","P22","EBIRD",720,10,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,"First full day at the reserve visiting the local trails and tower 1.",NA
"325","S19950098","URN:CornellLabOfOrnithology:EBIRD:OBS273476159","2018-08-22 10:52:34",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-09-26,"05:00:00","obsr56301","S19950098","Traveling","P22","EBIRD_QC",390,4,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"Torre II y Cacau",NA
"326","S20859548","URN:CornellLabOfOrnithology:EBIRD:OBS284875541","2018-01-28 09:48:41",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-09-27,"06:00:00","obsr394935","S20859548","Traveling","P22","EBIRD",660,13,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,"Haffer, Rio + Rochas.",NA
"327","S19878151","URN:CornellLabOfOrnithology:EBIRD:OBS272480989","2020-09-23 10:53:12",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-09-19,"06:00:00","obsr56301","S19878151","Traveling","P22","EBIRD_QC",540,10,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,"Serra Nova y Torre 1",NA
"328","S19849352","URN:CornellLabOfOrnithology:EBIRD:OBS272083112","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-09-16,"06:00:00","obsr229078","S19849352","Traveling","P22","EBIRD",240,10,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"329","S19655564","URN:CornellLabOfOrnithology:EBIRD:OBS270182668","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-09-02,"06:10:00","obsr56301","S19655564","Traveling","P22","EBIRD_QC",260,4,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,"Saleiro, Tower Loop, Caja",NA
"330","S19805604","URN:CornellLabOfOrnithology:EBIRD:OBS271437834","2015-09-27 22:06:29",12309,"species","Kawall's Parrot","Amazona kawalli","3",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-09-11,"05:30:00","obsr56301","S19805604","Traveling","P22","EBIRD_QC",525,6,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,"Serra y Cacau",NA
"331","S19868148","URN:CornellLabOfOrnithology:EBIRD:OBS272384699","2018-08-22 10:52:32",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2014-09-17,"06:00:00","obsr229078","S19868148","Traveling","P22","EBIRD",600,10,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
